hotel,canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,avg_daily_rate,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_nights,total_guests,arrival_date,lead_time_category,price_quartile,country_upper,is_online,country_prefix,status_length,market_Complementary,market_Corporate,market_Direct,market_Groups,market_Offline TA/TO,market_Online TA,market_Undefined,star_rating
City Hotel,1,65,2016,march,14,31,1,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,76.93,0,0,Canceled,2016-03-27,4,2.0,2016-03-31,Planned,Medium,GBR,True,GB,8,False,False,False,False,False,True,False,3
City Hotel,1,50,2016,march,14,31,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,0,0,Transient-Party,65.0,0,0,Canceled,2016-03-11,4,2.0,2016-03-31,Planned,Low,PRT,False,PR,8,False,False,False,True,False,False,False,3
City Hotel,0,86,2016,march,14,31,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient-Party,82.45,0,1,Check-Out,2016-04-04,4,2.0,2016-03-31,Planned,Medium,FRA,True,FR,9,False,False,False,False,False,True,False,3
City Hotel,1,42,2016,march,14,31,1,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,116.26,0,0,Canceled,2016-03-29,4,2.0,2016-03-31,Planned,High,BEL,True,BE,8,False,False,False,False,False,True,False,3
City Hotel,1,32,2016,march,14,31,1,3,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,150.3,0,0,Canceled,2016-02-29,4,3.0,2016-03-31,Planned,Premium,CHE,True,CH,8,False,False,False,False,False,True,False,3
City Hotel,0,86,2016,march,14,31,1,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient-Party,82.45,0,1,Check-Out,2016-04-04,4,2.0,2016-03-31,Planned,Medium,PRT,True,PR,9,False,False,False,False,False,True,False,3
City Hotel,1,92,2016,march,14,31,2,3,2,0.0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,76.5,0,1,Canceled,2015-12-31,5,2.0,2016-03-31,Far Advance,Medium,DEU,True,DE,8,False,False,False,False,False,True,False,3
City Hotel,1,22,2016,march,14,31,2,3,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,137.0,0,0,Canceled,2016-03-19,5,2.0,2016-03-31,Short Notice,Premium,BEL,True,BE,8,False,False,False,False,False,True,False,3
City Hotel,1,37,2016,march,14,31,2,4,1,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,107.1,0,0,Canceled,2016-03-24,6,1.0,2016-03-31,Planned,High,CHN,True,CH,8,False,False,False,False,False,True,False,3
City Hotel,1,21,2016,march,14,31,2,4,1,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,135.0,0,0,Canceled,2016-03-10,6,1.0,2016-03-31,Short Notice,Premium,CHN,True,CH,8,False,False,False,False,False,True,False,3
City Hotel,0,88,2016,march,14,31,2,6,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,72.25,0,1,Check-Out,2016-04-08,8,2.0,2016-03-31,Planned,Low,FRA,True,FR,9,False,False,False,False,False,True,False,3
City Hotel,0,85,2016,april,14,1,0,2,1,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,0,0,Transient-Party,81.9,0,0,Check-Out,2016-04-03,2,1.0,2016-04-01,Planned,Medium,SWE,True,SW,9,False,False,False,False,False,True,False,3
City Hotel,1,46,2016,april,14,1,0,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,104.4,0,0,Canceled,2016-02-25,2,2.0,2016-04-01,Planned,High,FRA,True,FR,8,False,False,False,False,False,True,False,3
City Hotel,1,93,2016,april,14,1,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,76.5,0,0,Canceled,2016-03-30,2,2.0,2016-04-01,Far Advance,Medium,ESP,False,ES,8,False,False,True,False,False,False,False,3
City Hotel,1,4,2016,april,14,1,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,111.0,0,0,Canceled,2016-03-28,2,2.0,2016-04-01,Last Minute,High,ESP,True,ES,8,False,False,False,False,False,True,False,3
City Hotel,1,3,2016,april,14,1,0,2,3,0.0,0,BB,CPV,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,147.0,0,0,Canceled,2016-03-29,2,3.0,2016-04-01,Last Minute,Premium,CPV,True,CP,8,False,False,False,False,False,True,False,3
City Hotel,1,65,2016,april,14,1,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,90.9,0,0,Canceled,2016-02-25,2,2.0,2016-04-01,Planned,Medium,PRT,True,PR,8,False,False,False,False,False,True,False,3
City Hotel,1,83,2016,april,14,1,0,2,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,159.3,0,0,Canceled,2016-01-10,2,4.0,2016-04-01,Planned,Premium,ITA,True,IT,8,False,False,False,False,False,True,False,3
City Hotel,1,71,2016,april,14,1,0,2,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,87.3,0,0,Canceled,2016-02-24,2,2.0,2016-04-01,Planned,Medium,AUT,True,AU,8,False,False,False,False,False,True,False,3
City Hotel,1,36,2016,april,14,1,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,131.4,0,0,Canceled,2016-03-26,2,2.0,2016-04-01,Planned,High,GBR,True,GB,8,False,False,False,False,False,True,False,3
City Hotel,1,82,2016,april,14,1,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,96.3,0,0,Canceled,2016-01-15,2,2.0,2016-04-01,Planned,Medium,ITA,True,IT,8,False,False,False,False,False,True,False,3
City Hotel,0,89,2016,april,14,1,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,87.3,0,1,Check-Out,2016-04-03,2,2.0,2016-04-01,Planned,Medium,DEU,True,DE,9,False,False,False,False,False,True,False,3
City Hotel,0,90,2016,april,14,1,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,63.86,0,1,Check-Out,2016-04-03,2,2.0,2016-04-01,Planned,Low,DEU,True,DE,9,False,False,False,False,False,True,False,3
City Hotel,1,60,2016,april,14,1,1,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,92.7,0,1,Canceled,2016-03-29,3,2.0,2016-04-01,Planned,Medium,ITA,True,IT,8,False,False,False,False,False,True,False,3
City Hotel,1,57,2016,april,14,1,1,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient-Party,81.9,0,0,No-Show,2016-04-01,3,2.0,2016-04-01,Planned,Medium,CHE,True,CH,7,False,False,False,False,False,True,False,3
City Hotel,1,77,2016,april,14,1,1,2,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,85.5,0,0,Canceled,2016-01-15,3,2.0,2016-04-01,Planned,Medium,BRA,True,BR,8,False,False,False,False,False,True,False,3
City Hotel,1,40,2016,april,14,1,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,107.1,0,0,Canceled,2016-02-21,3,2.0,2016-04-01,Planned,High,ESP,True,ES,8,False,False,False,False,False,True,False,3
City Hotel,1,84,2016,april,14,1,1,2,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,87.3,0,0,Canceled,2016-02-12,3,1.0,2016-04-01,Planned,Medium,PRT,True,PR,8,False,False,False,False,False,True,False,3
City Hotel,1,32,2016,april,14,1,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,131.4,0,0,Canceled,2016-03-20,3,2.0,2016-04-01,Planned,High,DEU,True,DE,8,False,False,False,False,False,True,False,3
City Hotel,1,57,2016,april,14,1,1,2,2,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient-Party,108.9,0,1,No-Show,2016-04-01,3,3.0,2016-04-01,Planned,High,CHE,True,CH,7,False,False,False,False,False,True,False,3
City Hotel,1,40,2016,april,14,1,1,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,150.3,0,0,Canceled,2016-02-21,3,3.0,2016-04-01,Planned,Premium,ESP,True,ES,8,False,False,False,False,False,True,False,3
City Hotel,0,91,2016,april,14,1,2,2,2,1.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,11,0,0,Transient,52.02,0,1,Check-Out,2016-04-05,4,3.0,2016-04-01,Far Advance,Low,CHE,True,CH,9,False,False,False,False,False,True,False,3
City Hotel,1,18,2016,april,14,1,2,2,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,138.6,0,0,Canceled,2016-03-31,4,3.0,2016-04-01,Short Notice,Premium,PRT,False,PR,8,False,False,True,False,False,False,False,3
City Hotel,0,91,2016,april,14,1,2,2,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,11,0,0,Transient,52.02,0,0,Check-Out,2016-04-05,4,2.0,2016-04-01,Far Advance,Low,CHE,True,CH,9,False,False,False,False,False,True,False,3
City Hotel,0,93,2016,april,14,1,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,82.45,0,1,Check-Out,2016-04-05,4,2.0,2016-04-01,Far Advance,Medium,BEL,True,BE,9,False,False,False,False,False,True,False,3
City Hotel,1,68,2016,april,14,1,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,75.65,0,1,Canceled,2016-03-30,4,2.0,2016-04-01,Planned,Medium,FRA,True,FR,8,False,False,False,False,False,True,False,3
City Hotel,1,68,2016,april,14,1,2,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,116.45,0,2,Canceled,2016-03-30,4,3.0,2016-04-01,Planned,High,FRA,True,FR,8,False,False,False,False,False,True,False,3
City Hotel,1,48,2016,april,14,1,2,3,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,0,0,Transient,131.4,0,0,Canceled,2016-03-05,5,2.0,2016-04-01,Planned,High,DEU,True,DE,8,False,False,False,False,False,True,False,3
City Hotel,1,75,2016,april,14,1,2,3,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,82.45,0,0,Canceled,2016-01-22,5,2.0,2016-04-01,Planned,Medium,DNK,True,DN,8,False,False,False,False,False,True,False,3
City Hotel,1,50,2016,april,14,1,2,3,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,101.31,0,0,Canceled,2016-03-14,5,2.0,2016-04-01,Planned,High,ARG,True,AR,8,False,False,False,False,False,True,False,3
City Hotel,0,109,2016,april,14,1,2,4,0,1.0,0,BB,BEL,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,0,0,Transient,73.74,0,1,Check-Out,2016-04-07,6,1.0,2016-04-01,Far Advance,Medium,BEL,True,BE,9,False,False,False,False,False,True,False,3
City Hotel,0,111,2016,april,14,1,2,4,2,0.0,0,BB,POL,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,0,0,Transient,73.74,0,1,Check-Out,2016-04-07,6,2.0,2016-04-01,Far Advance,Medium,POL,True,PO,9,False,False,False,False,False,True,False,3
City Hotel,1,64,2016,april,14,1,4,10,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,0,0,Transient,109.65,0,1,No-Show,2016-04-01,14,1.0,2016-04-01,Planned,High,PRT,True,PR,7,False,False,False,False,False,True,False,3
City Hotel,1,31,2016,april,14,2,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,117.9,0,0,Canceled,2016-03-06,1,2.0,2016-04-02,Planned,High,PRT,True,PR,8,False,False,False,False,False,True,False,3
City Hotel,1,0,2016,april,14,2,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,89.0,0,0,Canceled,2016-04-02,1,2.0,2016-04-02,Last Minute,Medium,PRT,False,PR,8,False,False,True,False,False,False,False,3
City Hotel,1,53,2016,april,14,2,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,90.9,0,0,Canceled,2016-02-19,1,2.0,2016-04-02,Planned,Medium,PRT,True,PR,8,False,False,False,False,False,True,False,3
City Hotel,1,20,2016,april,14,2,0,1,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,221.0,0,0,Canceled,2016-03-21,1,4.0,2016-04-02,Short Notice,Premium,ESP,True,ES,8,False,False,False,False,False,True,False,3
City Hotel,1,53,2016,april,14,2,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,123.3,0,0,Canceled,2016-02-19,1,2.0,2016-04-02,Planned,High,PRT,True,PR,8,False,False,False,False,False,True,False,3
City Hotel,1,50,2016,april,14,2,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,80.1,0,0,Canceled,2016-02-21,1,2.0,2016-04-02,Planned,Medium,FRA,True,FR,8,False,False,False,False,False,True,False,3
City Hotel,0,97,2016,april,14,2,0,1,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,76.5,1,1,Check-Out,2016-04-03,1,2.0,2016-04-02,Far Advance,Medium,SWE,True,SW,9,False,False,False,False,False,True,False,3
City Hotel,1,5,2016,april,14,2,0,1,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9,0,0,Transient,143.5,0,1,Canceled,2016-03-28,1,3.0,2016-04-02,Last Minute,Premium,PRT,True,PR,8,False,False,False,False,False,True,False,3
City Hotel,1,1,2016,april,14,2,0,1,2,1.0,1,BB,PRT,Direct,Direct,0,0,0,D,E,0,No Deposit,0,0,0,Transient,99.0,0,0,Canceled,2016-04-01,1,4.0,2016-04-02,Last Minute,High,PRT,False,PR,8,False,False,True,False,False,False,False,3
City Hotel,1,79,2016,april,14,2,1,1,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,87.3,0,0,Canceled,2016-01-21,2,2.0,2016-04-02,Planned,Medium,AUT,True,AU,8,False,False,False,False,False,True,False,3
City Hotel,1,66,2016,april,14,2,1,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,88.2,0,0,Canceled,2016-02-21,2,1.0,2016-04-02,Planned,Medium,BEL,True,BE,8,False,False,False,False,False,True,False,3
City Hotel,1,79,2016,april,14,2,1,1,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,76.5,0,0,Canceled,2016-01-14,2,2.0,2016-04-02,Planned,Medium,AUT,True,AU,8,False,False,False,False,False,True,False,3
City Hotel,1,43,2016,april,14,2,1,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,107.1,0,0,Canceled,2016-02-19,2,1.0,2016-04-02,Planned,High,GBR,True,GB,8,False,False,False,False,False,True,False,3
City Hotel,1,57,2016,april,14,2,1,1,2,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,82.8,0,0,Canceled,2016-02-12,2,2.0,2016-04-02,Planned,Medium,BEL,False,BE,8,False,False,True,False,False,False,False,3
City Hotel,1,44,2016,april,14,2,1,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,107.1,0,0,No-Show,2016-04-02,2,2.0,2016-04-02,Planned,High,CHN,True,CH,7,False,False,False,False,False,True,False,3
City Hotel,1,17,2016,april,14,2,2,1,1,0.0,0,SC,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,102.33,0,0,Canceled,2016-03-16,3,1.0,2016-04-02,Short Notice,High,FIN,True,FI,8,False,False,False,False,False,True,False,3
City Hotel,1,88,2016,april,14,2,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,87.3,0,0,Canceled,2016-01-12,3,2.0,2016-04-02,Planned,Medium,DEU,True,DE,8,False,False,False,False,False,True,False,3
City Hotel,0,102,2016,april,14,2,2,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,63.86,0,1,Check-Out,2016-04-05,3,2.0,2016-04-02,Far Advance,Low,BEL,True,BE,9,False,False,False,False,False,True,False,3
City Hotel,1,66,2016,april,14,2,2,1,1,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.1,0,0,Canceled,2016-03-15,3,1.0,2016-04-02,Planned,Medium,ITA,True,IT,8,False,False,False,False,False,True,False,3
City Hotel,1,70,2016,april,14,2,2,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,87.3,0,0,Canceled,2016-02-25,3,2.0,2016-04-02,Planned,Medium,ITA,True,IT,8,False,False,False,False,False,True,False,3
City Hotel,1,86,2016,april,14,2,2,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,76.5,0,1,Canceled,2016-01-07,3,2.0,2016-04-02,Planned,Medium,FRA,True,FR,8,False,False,False,False,False,True,False,3
City Hotel,0,86,2016,april,14,2,2,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14,0,0,Transient,85.5,0,0,Check-Out,2016-04-05,3,2.0,2016-04-02,Planned,Medium,FRA,False,FR,9,False,False,True,False,False,False,False,3
City Hotel,0,92,2016,april,14,2,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,77.6,0,0,Check-Out,2016-04-06,4,2.0,2016-04-02,Far Advance,Medium,FRA,True,FR,9,False,False,False,False,False,True,False,3
City Hotel,1,30,2016,april,14,2,2,2,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,112.58,0,0,Canceled,2016-03-05,4,2.0,2016-04-02,Short Notice,High,BRA,True,BR,8,False,False,False,False,False,True,False,3
City Hotel,1,69,2016,april,14,2,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,85.85,0,0,Canceled,2016-01-26,4,2.0,2016-04-02,Planned,Medium,PRT,True,PR,8,False,False,False,False,False,True,False,3
City Hotel,0,88,2016,april,14,2,2,2,2,0.0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,72.25,0,0,Check-Out,2016-04-06,4,2.0,2016-04-02,Planned,Low,BEL,True,BE,9,False,False,False,False,False,True,False,3
City Hotel,0,91,2016,april,14,2,2,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,0,0,Transient,59.37,0,0,Check-Out,2016-04-06,4,2.0,2016-04-02,Far Advance,Low,CHE,True,CH,9,False,False,False,False,False,True,False,3
City Hotel,1,13,2016,april,14,2,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,120.0,0,0,Canceled,2016-03-30,4,2.0,2016-04-02,Short Notice,High,FRA,True,FR,8,False,False,False,False,False,True,False,3
City Hotel,1,62,2016,april,14,2,2,3,3,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,125.63,0,1,Canceled,2016-02-27,5,3.0,2016-04-02,Planned,High,TUR,True,TU,8,False,False,False,False,False,True,False,3
City Hotel,1,104,2016,april,14,2,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient,82.45,0,2,Canceled,2015-12-22,6,2.0,2016-04-02,Far Advance,Medium,PRT,True,PR,8,False,False,False,False,False,True,False,3
City Hotel,1,102,2016,april,14,2,2,4,2,0.0,0,SC,USA,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,80.75,0,2,Canceled,2016-03-05,6,2.0,2016-04-02,Far Advance,Medium,USA,False,US,8,False,False,True,False,False,False,False,3
City Hotel,1,91,2016,april,14,2,2,4,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,81.25,0,1,Canceled,2016-03-29,6,2.0,2016-04-02,Far Advance,Medium,BRA,True,BR,8,False,False,False,False,False,True,False,3
City Hotel,0,99,2016,april,14,2,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,0,0,Transient,62.37,0,0,Check-Out,2016-04-08,6,2.0,2016-04-02,Far Advance,Low,PRT,True,PR,9,False,False,False,False,False,True,False,3
City Hotel,0,109,2016,april,14,2,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,B,B,1,No Deposit,9,0,0,Transient,74.89,0,0,Check-Out,2016-04-09,7,2.0,2016-04-02,Far Advance,Medium,PRT,True,PR,9,False,False,False,False,False,True,False,3
City Hotel,0,108,2016,april,14,2,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,0,0,Transient,74.89,0,0,Check-Out,2016-04-09,7,2.0,2016-04-02,Far Advance,Medium,FRA,True,FR,9,False,False,False,False,False,True,False,3
City Hotel,1,89,2016,april,15,3,1,0,2,0.0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,96.3,0,0,Canceled,2016-02-18,1,2.0,2016-04-03,Planned,Medium,ARG,True,AR,8,False,False,False,False,False,True,False,3
City Hotel,1,50,2016,april,15,3,1,0,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,96.3,0,0,No-Show,2016-04-03,1,2.0,2016-04-03,Planned,Medium,SWE,True,SW,7,False,False,False,False,False,True,False,3
City Hotel,1,76,2016,april,15,3,2,0,1,0.0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,76.5,0,0,Canceled,2016-01-30,2,1.0,2016-04-03,Planned,Medium,BEL,False,BE,8,False,False,True,False,False,False,False,3
City Hotel,1,37,2016,april,15,3,2,0,3,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,150.3,0,0,Canceled,2016-03-04,2,3.0,2016-04-03,Planned,Premium,CHN,True,CH,8,False,False,False,False,False,True,False,3
City Hotel,1,17,2016,april,15,3,2,0,1,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.0,0,0,Canceled,2016-03-18,2,1.0,2016-04-03,Short Notice,Medium,GBR,True,GB,8,False,False,False,False,False,True,False,3
City Hotel,1,18,2016,april,15,3,2,0,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,101.0,0,0,Canceled,2016-03-20,2,2.0,2016-04-03,Short Notice,High,ITA,True,IT,8,False,False,False,False,False,True,False,3
City Hotel,1,80,2016,april,15,3,2,0,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,81.9,0,0,Canceled,2016-01-19,2,1.0,2016-04-03,Planned,Medium,BEL,True,BE,8,False,False,False,False,False,True,False,3
City Hotel,1,14,2016,april,15,3,2,0,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.0,0,1,Canceled,2016-04-03,2,2.0,2016-04-03,Short Notice,Medium,USA,True,US,8,False,False,False,False,False,True,False,3
City Hotel,1,7,2016,april,15,3,2,1,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,101.0,0,0,Canceled,2016-03-27,3,2.0,2016-04-03,Last Minute,High,DEU,True,DE,8,False,False,False,False,False,True,False,3
City Hotel,1,118,2016,april,15,3,2,1,2,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,87.3,0,1,Canceled,2015-12-28,3,2.0,2016-04-03,Far Advance,Medium,BRA,True,BR,8,False,False,False,False,False,True,False,3
City Hotel,1,72,2016,april,15,3,2,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,87.3,0,0,Canceled,2016-01-22,3,1.0,2016-04-03,Planned,Medium,GBR,True,GB,8,False,False,False,False,False,True,False,3
City Hotel,1,0,2016,april,15,3,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient-Party,44.6,0,0,Canceled,2016-04-03,3,2.0,2016-04-03,Last Minute,Low,FRA,True,FR,8,False,False,False,False,False,True,False,3
City Hotel,1,88,2016,april,15,3,2,0,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,85.5,0,1,Canceled,2016-02-25,2,2.0,2016-04-03,Planned,Medium,ITA,True,IT,8,False,False,False,False,False,True,False,3
City Hotel,1,73,2016,april,15,3,2,1,2,2.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,0,0,Transient,159.3,0,0,Canceled,2016-03-21,3,4.0,2016-04-03,Planned,Premium,GBR,True,GB,8,False,False,False,False,False,True,False,3
City Hotel,1,73,2016,april,15,3,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,96.3,0,0,Canceled,2016-02-17,3,2.0,2016-04-03,Planned,Medium,GBR,True,GB,8,False,False,False,False,False,True,False,3
City Hotel,1,67,2016,april,15,3,2,1,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,128.7,0,1,Canceled,2016-02-22,3,3.0,2016-04-03,Planned,High,DEU,True,DE,8,False,False,False,False,False,True,False,3
